t_seconds,rss_mb
0.008,20.79
0.267,77.23
0.527,70.68
0.785,70.80
1.043,70.80
1.302,70.80
1.559,70.80
1.819,70.80
2.078,70.80
2.336,70.80
2.596,70.91
2.864,70.95
3.121,75.46
3.379,75.46
3.637,75.46
3.894,75.46
4.150,75.46
4.407,75.46
4.664,75.46
4.941,75.42
